Timestamp,Server_ID,CPU_Usage(%),Memory_Usage(%),Disk_IO(MB/s),Network_In(MB/s),Network_Out(MB/s),Unnamed: 7,Latency(ms),Request_Count,Security_Alerts,Anomaly_Score,Alert_Triggered,Mitigation_Suggestion,Resource_Utilization,Anomaly_Type,IP_Address
16:58.8,Server_614,36.08193261,69.22447931,925.628777,83.12953021,306.1413949,,104.5265286,6753,0,0.250310665,0,Monitor,medium,DDoS Attack,202.245.71.141
11:58.8,Server_933,37.25915692,23.73726674,261.4741677,69.76283572,222.0408442,,154.1072252,2548,3,0.254093113,0,Monitor,medium,None,153.0.13.22
06:58.8,Server_493,90.07836438,69.48245801,753.9439717,340.3386838,123.8996736,,66.86798212,2632,4,0.023369709,0,Investigate Security Breach,high,DDoS Attack,155.81.248.163
01:58.8,Server_192,45.45262892,97.80942828,454.1839372,236.6694585,119.9732265,,107.6740891,5716,4,0.036858594,0,Investigate Security Breach,low,DDoS Attack,197.82.102.92
56:58.8,Server_499,80.02772134,83.97856228,412.391598,437.6512118,319.4064116,,177.0201657,1880,2,0.423000646,0,Monitor,low,None,140.204.81.15
51:58.8,Server_822,27.48113705,20.20100133,106.4484787,207.9725745,16.36527011,,184.7360183,5419,1,0.420058268,0,None,low,None,91.71.111.29
46:58.8,Server_712,95.13607882,54.44735004,720.6161404,331.3134502,467.1264321,,76.76588803,7020,3,0.196835986,0,Monitor,high,None,15.221.58.90
41:58.8,Server_233,59.58493342,45.12054853,216.5851223,399.9638052,223.6679756,,149.2156186,1629,2,0.687509787,0,Investigate Security Breach,medium,None,149.250.201.5
36:58.8,Server_945,77.13573901,99.20859426,489.8435098,477.3026034,431.2698208,,23.60747455,3101,5,0.89503437,1,Monitor,low,Memory Leak,39.82.14.22
31:58.8,Server_227,13.50399148,96.61806667,184.2427085,435.9558685,221.5315301,,118.8900389,2926,1,0.842796378,1,Restart Service,high,CPU Spike,70.69.189.220
26:58.8,Server_371,51.80310145,17.07564501,624.2539272,389.9002287,67.36379573,,122.4134783,8851,5,0.504844786,0,Increase Resources,medium,DDoS Attack,211.76.6.81
21:58.8,Server_139,90.59865728,91.32943284,269.508173,212.315149,61.88005978,,113.6944859,4037,2,0.363419457,0,Restart Service,high,CPU Spike,202.140.94.206
16:58.8,Server_856,88.31866976,23.37474211,614.6767043,491.5741892,10.73490746,,41.35469035,3685,4,0.794712545,1,Investigate Security Breach,low,None,100.2.222.107
11:58.8,Server_817,9.447325937,35.34789266,949.2849914,139.712365,151.9800586,,136.5891296,2559,4,0.871847705,1,Monitor,medium,DDoS Attack,101.56.136.5
06:58.8,Server_149,33.85135457,38.57375807,924.8725754,334.0348828,221.807296,,53.96030613,3191,2,0.054911309,0,None,low,CPU Spike,106.111.8.182
01:58.8,Server_115,47.11540062,32.24809429,240.4411412,74.00238359,21.68925878,,184.264541,9582,0,0.925134211,1,Increase Resources,high,CPU Spike,163.10.91.174
56:58.8,Server_450,21.36515736,86.05816035,144.226329,306.9046016,232.3814371,,26.84162711,3901,3,0.857153318,1,Restart Service,high,None,114.214.102.115
51:58.8,Server_63,74.34983954,36.34357856,90.52804722,348.0454509,73.57944634,,138.4282549,2648,5,0.856519143,1,None,high,None,91.187.142.225
46:58.8,Server_104,22.52863958,82.59014981,837.0793887,54.2436539,274.4656939,,84.01466558,3093,3,0.843347502,1,Increase Resources,low,CPU Spike,228.148.221.220
41:58.8,Server_851,37.93077097,99.46579757,286.8422031,154.5247541,311.5393004,,72.78430353,1097,0,0.869164354,1,Monitor,low,None,184.58.233.201
36:58.8,Server_871,68.0116605,84.87234609,319.7404961,324.3470771,258.7755829,,67.75769371,6005,5,0.265206203,0,Investigate Security Breach,low,CPU Spike,100.106.117.239
31:58.8,Server_668,50.79848773,37.88357801,264.9330144,305.046199,263.6226356,,80.61187453,9048,4,0.145514024,0,Monitor,low,DDoS Attack,234.54.188.195
26:58.8,Server_273,75.16424867,72.56897737,848.0797575,337.4236937,89.5680884,,54.20293944,2341,1,0.270657695,0,Monitor,medium,None,82.13.206.218
21:58.8,Server_6,96.31475062,55.72272746,979.9568956,70.97759616,303.3015378,,170.1380169,6393,5,0.016678591,0,Restart Service,low,Memory Leak,227.175.73.225
16:58.8,Server_147,16.07193533,79.71918947,767.4273184,262.5016142,488.6228598,,129.2426966,1440,5,0.537698068,0,Restart Service,low,CPU Spike,155.127.188.169
11:58.8,Server_184,72.40893306,19.54425249,832.3989674,464.5275714,488.1515336,,150.3535213,813,0,0.794454043,1,Restart Service,low,DDoS Attack,248.208.89.83
06:58.8,Server_998,26.88269479,65.6227863,639.4754375,477.3477568,181.0806359,,54.11906882,6159,5,0.549691845,0,Restart Service,medium,DDoS Attack,108.135.30.25
01:58.8,Server_28,44.3752891,78.49834347,552.336163,72.09735662,366.9404866,,49.88628673,7391,1,0.151739252,0,None,low,DDoS Attack,193.2.151.185
56:58.8,Server_962,8.121958951,77.31697686,735.4991046,448.2547007,226.3702134,,91.28583956,1941,0,0.654044442,0,Investigate Security Breach,low,None,70.108.206.48
51:58.8,Server_550,17.91120132,96.54133553,83.97473487,292.4738457,77.50244053,,144.5789975,4836,4,0.483582744,0,Monitor,low,None,203.110.201.8
46:58.8,Server_119,35.37884246,10.54908117,108.3304993,378.9297199,372.7859283,,194.6643435,7153,3,0.719849388,1,Investigate Security Breach,low,None,195.232.250.239
41:58.8,Server_293,37.4886515,37.84904006,702.9098141,83.81681662,178.5806155,,79.91681903,3882,0,0.353092983,0,Increase Resources,medium,DDoS Attack,98.208.223.135
36:58.8,Server_371,90.46059556,50.27259027,368.3164664,371.5543834,382.8549838,,173.7779695,3116,2,0.227818649,0,Investigate Security Breach,high,Memory Leak,51.38.188.12
31:58.8,Server_244,75.47222638,34.4275352,514.3926386,44.82799596,195.8945795,,186.9703418,4473,5,0.080948779,0,Investigate Security Breach,medium,Memory Leak,39.228.134.121
26:58.8,Server_580,97.35738198,34.4300038,792.8929355,320.1781463,95.7571468,,11.32388431,662,4,0.829689843,1,None,medium,None,18.84.1.117
21:58.8,Server_726,61.91179348,21.73221764,598.300013,337.3537655,427.9799452,,145.7453537,282,0,0.396749043,0,Increase Resources,medium,Security Breach,31.245.103.208
16:58.8,Server_218,27.96280455,82.23038329,814.9987809,335.7186194,35.41295979,,91.28957646,7673,4,0.144463523,0,Investigate Security Breach,medium,Memory Leak,10.195.32.223
11:58.8,Server_177,36.12722784,91.26655922,448.1974801,38.74215183,189.1301771,,122.1974236,2739,1,0.773317961,1,Restart Service,medium,DDoS Attack,35.189.212.54
06:58.8,Server_299,35.38441271,12.82109916,323.0521853,198.2536943,339.5439911,,110.4197907,5519,3,0.162646899,0,Increase Resources,low,None,48.235.220.74
01:58.8,Server_676,36.01696113,19.71539662,273.0950634,374.7538243,444.3181265,,174.556835,3274,1,0.079062273,0,Increase Resources,low,DDoS Attack,211.33.201.236
56:58.8,Server_58,68.93159645,26.70303499,175.0969035,400.4407266,88.94183561,,45.38296745,4698,3,0.077599331,0,Investigate Security Breach,low,Memory Leak,23.221.218.156
51:58.8,Server_269,55.42675317,53.35381097,84.95669616,213.5989547,57.06688425,,140.8731014,4537,5,0.610441012,0,Investigate Security Breach,low,None,237.83.97.203
46:58.8,Server_308,41.61529692,80.16134316,100.4915649,89.3884672,158.0474982,,57.74317303,3206,4,0.358749333,0,Monitor,medium,None,201.192.105.212
41:58.8,Server_570,19.16352803,11.78827485,307.4488858,254.7288147,135.5332013,,168.6232749,2097,5,0.861805118,1,Investigate Security Breach,low,Memory Leak,159.218.97.139
36:58.8,Server_288,7.10322048,65.49723364,314.4919646,328.6293312,350.1791882,,175.9236094,7901,4,0.014920197,0,Monitor,low,DDoS Attack,153.18.153.254
31:58.8,Server_977,25.78929437,19.18686835,412.6953026,460.996653,126.4564419,,50.72224661,6347,1,0.431132228,0,None,medium,None,35.245.51.239
26:58.8,Server_105,15.20978338,97.28842145,612.0365027,343.8588013,315.7478886,,77.52203127,4426,4,0.228027368,0,None,low,Security Breach,153.22.150.30
21:58.8,Server_228,79.61727793,90.38347593,771.3345584,413.1037709,331.4432056,,111.134051,2056,4,0.383736822,0,Investigate Security Breach,high,CPU Spike,146.96.151.191
16:58.8,Server_247,15.68730599,95.21037065,237.8197577,139.7260808,404.7362986,,22.63196755,4187,1,0.66892912,0,None,high,None,84.113.182.230
11:58.8,Server_700,73.80168254,15.08556837,771.2857678,418.2871761,305.677368,,106.0655506,4375,0,0.652225989,0,Increase Resources,low,Memory Leak,51.251.240.72
06:58.8,Server_494,41.63757553,51.36345637,182.0400514,309.865919,461.2817408,,123.8107608,2537,2,0.811626827,1,Investigate Security Breach,high,None,205.29.39.95
01:58.8,Server_83,11.97094703,20.69842386,989.2589397,279.0048602,349.1273521,,182.9451863,8321,1,0.613175685,0,Investigate Security Breach,low,CPU Spike,46.224.76.137
56:58.8,Server_186,82.2093547,62.03377732,320.7820939,140.7631513,128.7971275,,79.52879757,7749,2,0.418458299,0,Monitor,medium,Memory Leak,63.222.137.102
51:58.8,Server_252,60.06490417,27.1102157,845.468264,109.9088439,470.5344504,,55.64184298,858,1,0.305438374,0,Increase Resources,low,None,233.64.10.82
46:58.8,Server_355,27.39734372,78.20994342,230.9425365,276.4996665,103.0903063,,110.9878347,8402,2,0.522180343,0,Restart Service,low,None,11.234.24.195
41:58.8,Server_750,89.99471156,66.18024706,953.1106414,446.8050963,101.13798,,165.2237807,3935,1,0.5211539,0,Increase Resources,high,DDoS Attack,122.109.50.70
36:58.8,Server_872,9.299539818,59.30243646,835.295446,125.3351757,373.7203537,,118.0448195,4274,0,0.077861973,0,Monitor,low,Memory Leak,214.155.160.32
31:58.8,Server_696,24.17286278,83.39658001,391.4197975,146.5595047,264.3130495,,174.2803358,7715,0,0.767378955,1,Restart Service,medium,Memory Leak,185.50.119.251
26:58.8,Server_796,76.44445814,52.52593793,450.3981398,474.4812558,88.414886,,44.15369313,3457,5,0.693392233,0,Investigate Security Breach,medium,Security Breach,171.132.103.96
21:58.8,Server_897,72.39090338,30.63591533,53.64609385,23.03751873,65.82698121,,175.4868976,5349,2,0.391370705,0,Investigate Security Breach,low,CPU Spike,141.62.143.194
16:58.8,Server_938,32.4808109,63.9670222,288.8606321,247.8406677,93.00408368,,116.4821955,3902,0,0.494367295,0,Restart Service,low,Security Breach,84.161.191.237
11:58.8,Server_210,10.89236316,95.92095006,324.8316332,269.0958891,463.9686351,,63.75044582,7567,3,0.967091922,1,None,low,Memory Leak,24.6.16.144
06:58.8,Server_816,86.51741686,62.11013952,480.101764,341.1051452,297.3753026,,27.22099213,2431,3,0.341312054,0,Restart Service,medium,None,25.241.173.171
01:58.8,Server_808,34.80127562,64.81384766,182.0973233,105.0530465,367.2887238,,24.57146139,601,2,0.800757889,1,Monitor,high,None,184.141.167.22
56:58.8,Server_609,23.59277442,93.80131472,504.8285437,289.9922594,72.72903739,,138.1881917,6583,2,0.209510498,0,Restart Service,medium,CPU Spike,42.103.93.91
51:58.8,Server_447,54.02587312,53.95113453,685.0450611,63.63800065,195.8567996,,190.3909824,8177,1,0.941496183,1,Monitor,low,None,206.128.206.207
46:58.8,Server_460,91.47158393,99.65395886,402.7181832,140.834042,282.9045298,,147.743335,5476,5,0.357028358,0,Monitor,low,Memory Leak,194.237.252.59
41:58.8,Server_968,9.136924895,20.16789414,270.5855118,17.40290398,259.7783714,,150.3158861,6954,5,0.533241778,0,Investigate Security Breach,low,Memory Leak,13.65.191.206
36:58.8,Server_472,77.75138836,56.01878509,570.3306626,232.1711455,192.5649454,,47.90778698,9842,3,0.856762154,1,Investigate Security Breach,high,DDoS Attack,153.45.183.1
31:58.8,Server_720,59.38495665,25.2255799,77.55370781,95.80406928,56.92689558,,69.55927338,8597,0,0.359111635,0,Investigate Security Breach,low,None,247.255.89.198
26:58.8,Server_370,45.41766607,48.06600499,373.7955782,57.40928334,344.6094458,,161.931605,4812,1,0.354582259,0,Restart Service,low,Memory Leak,93.162.193.174
21:58.8,Server_900,75.68764219,21.2045214,551.2107308,178.7114629,302.9853781,,105.1559666,3607,2,0.995897112,1,Restart Service,medium,DDoS Attack,6.25.58.174
16:58.8,Server_934,96.75332032,26.14023329,369.0506754,48.81666675,216.0403521,,14.66273952,1881,5,0.609418043,0,Increase Resources,medium,DDoS Attack,125.17.25.85
11:58.8,Server_492,26.77459006,25.02600472,378.1598548,335.5624953,464.2383226,,59.92418403,8049,4,0.620087521,0,Monitor,high,CPU Spike,135.248.95.72
06:58.8,Server_923,18.64649968,35.40297721,855.8818295,108.4253373,380.4607288,,177.2816407,6655,4,0.152792752,0,Restart Service,low,None,231.105.150.234
01:58.8,Server_137,91.7237658,17.78747828,937.2921978,358.033668,188.7652505,,165.3999637,9002,1,0.589214931,0,Investigate Security Breach,high,CPU Spike,178.88.124.153
56:58.8,Server_367,68.55054236,81.88750662,836.023015,421.5298078,35.8691541,,45.34039064,3053,3,0.839144827,1,Monitor,low,None,218.135.20.18
51:58.8,Server_912,46.60867205,25.96418174,143.9240776,373.2363234,402.1910723,,56.78394822,5209,2,0.031166503,0,Monitor,medium,DDoS Attack,12.203.241.199
46:58.8,Server_184,59.45965918,44.57405454,325.2553222,383.7970273,225.6616647,,189.2910605,6950,4,0.253070909,0,None,high,Security Breach,217.19.211.177
41:58.8,Server_588,75.83332099,6.525428132,725.7296484,325.4450752,241.3945274,,86.56351764,3017,1,0.992739985,1,None,medium,None,228.217.230.229
36:58.8,Server_287,78.43803038,14.96374661,975.6731553,194.3871989,297.8027277,,36.66610203,5328,3,0.298721709,0,Monitor,high,DDoS Attack,215.72.193.28
31:58.8,Server_472,92.38994718,90.14583054,280.167471,180.7868863,333.627756,,105.1132746,4077,5,0.530882017,0,Monitor,low,None,130.150.96.56
26:58.8,Server_375,45.55006495,84.53021936,903.2999551,288.7815999,308.233625,,99.58914488,6527,4,0.086270208,0,Increase Resources,medium,None,207.212.36.191
21:58.8,Server_654,32.87403645,84.88763298,752.0642378,131.543788,147.8674569,,194.8299969,4524,5,0.036922649,0,Investigate Security Breach,medium,Security Breach,137.153.160.196
16:58.8,Server_749,65.76810535,44.07857464,984.2778481,178.8772585,97.17185524,,132.6334914,2525,0,0.473833735,0,None,medium,Security Breach,251.141.120.212
11:58.8,Server_537,44.49415043,18.44542589,138.9062077,86.09692249,23.74122015,,96.36591849,955,4,0.194762934,0,Restart Service,medium,DDoS Attack,167.54.104.89
06:58.8,Server_511,61.48685313,15.24997954,425.0084608,392.2672766,16.40265022,,80.30972638,7771,0,0.396082418,0,Increase Resources,medium,DDoS Attack,125.252.169.141
01:58.8,Server_802,44.89865085,62.53225886,504.2092522,370.4559361,445.5391374,,126.6511753,1685,5,0.589291762,0,Increase Resources,low,None,37.165.214.191
56:58.8,Server_579,19.53459973,83.67835922,688.478494,256.5954806,497.3239144,,111.2081283,904,3,0.399790824,0,Investigate Security Breach,low,CPU Spike,44.89.0.80
51:58.8,Server_250,49.59554141,90.5108758,671.2734345,191.0907778,185.2455913,,137.1475765,5016,4,0.512725414,0,Restart Service,low,CPU Spike,86.16.48.149
46:58.8,Server_920,70.63719308,32.4295068,911.0280775,351.3703229,114.3810111,,114.3711266,7579,3,0.192901557,0,None,high,CPU Spike,83.209.130.102
41:58.8,Server_510,80.93196173,35.49752413,846.7394665,51.4916172,205.6834577,,182.6885356,895,2,0.050107905,0,Investigate Security Breach,medium,Memory Leak,251.39.115.7
36:58.8,Server_630,51.8659963,14.5832824,102.6040355,33.39709388,60.59184754,,10.7588957,9501,3,0.369691277,0,Monitor,low,Memory Leak,171.69.95.54
31:58.8,Server_73,20.69759957,78.56892998,512.2131169,352.8859339,318.5614421,,116.395049,218,0,0.245595789,0,Increase Resources,low,Memory Leak,23.121.71.134
26:58.8,Server_282,44.39533242,31.19057576,436.7081687,279.530811,120.2557787,,160.6464544,4027,0,0.435420769,0,Monitor,high,Memory Leak,80.254.225.190
21:58.8,Server_916,79.69792324,50.68829961,997.2873572,369.286368,165.5375213,,27.01267045,4580,0,0.834051799,1,None,low,CPU Spike,250.129.245.196
16:58.8,Server_960,44.22163071,93.24524393,455.8952845,146.9919119,429.1699697,,27.76092264,5374,2,0.866537876,1,None,high,CPU Spike,159.97.221.67
11:58.8,Server_360,71.17042539,76.46049438,698.488183,63.06508538,288.8580277,,27.99528274,8704,5,0.755753171,1,Monitor,low,None,183.232.123.174
06:58.8,Server_10,53.18529976,10.01010015,320.2079615,220.6813292,76.06122064,,188.9246,4839,2,0.753638464,1,Monitor,low,Security Breach,198.136.68.219
01:58.8,Server_211,27.91619689,5.774686474,633.8975081,219.0791532,56.80640984,,170.6967273,2361,3,0.405230563,0,Increase Resources,low,None,91.192.162.174
56:58.8,Server_835,80.63429826,79.80375296,246.3014342,381.9351762,330.5508941,,30.74283184,110,5,0.601801392,0,Restart Service,low,CPU Spike,173.242.147.179
51:58.8,Server_152,13.00027814,57.48752251,623.4263229,69.8464374,89.70333147,,133.6925349,3285,1,0.192401459,0,Monitor,medium,Security Breach,223.86.179.205
46:58.8,Server_5,54.86457686,73.43176889,874.7807267,473.5769953,106.4335292,,120.6179553,5255,0,0.007581597,0,Investigate Security Breach,low,Memory Leak,167.248.179.61
41:58.8,Server_195,24.84464825,19.89745557,68.27590187,37.43817011,304.8754672,,35.46647082,2070,0,0.584639621,0,None,high,None,53.23.99.108
36:58.8,Server_954,11.37123471,87.84454575,529.3570891,163.338809,456.1824051,,110.2216726,1553,3,0.940499748,1,Investigate Security Breach,low,Memory Leak,246.225.214.183
31:58.8,Server_283,52.77872402,78.46587301,983.2520931,354.4722172,275.296673,,17.55413326,721,4,0.968721956,1,None,medium,CPU Spike,248.221.248.240
26:58.8,Server_464,52.45840481,89.62969684,201.2993963,361.5566655,239.4751763,,11.11659923,7555,0,0.70986149,1,Increase Resources,high,Security Breach,241.149.195.142
21:58.8,Server_113,72.15558566,37.40412785,224.2417116,287.8579827,430.7510436,,64.9295277,5433,4,0.191303651,0,None,high,DDoS Attack,184.250.82.184
16:58.8,Server_271,75.75131584,31.19199355,497.282535,44.76374508,153.8200175,,184.6559046,4363,2,0.580325485,0,None,high,DDoS Attack,218.61.163.243
11:58.8,Server_163,74.14019143,19.41448679,877.4435213,429.616628,26.94439374,,116.5110376,4360,1,0.957497336,1,Increase Resources,medium,DDoS Attack,128.195.211.31
06:58.8,Server_460,43.90807963,93.35840825,584.621629,321.0170742,283.2669722,,15.97576965,6088,4,0.2192241,0,Monitor,low,DDoS Attack,94.202.29.6
01:58.8,Server_105,65.01052979,21.79877434,533.2732123,381.8242947,74.62880715,,16.62040427,7870,1,0.460715267,0,Monitor,high,Security Breach,164.145.152.101
56:58.8,Server_693,59.80979805,16.3351372,132.4192061,199.2527859,39.68520184,,32.7467304,5082,1,0.463274165,0,None,medium,DDoS Attack,223.230.230.244
51:58.8,Server_556,45.04836683,23.30442985,963.8867138,129.2523366,57.54967995,,61.61450549,3359,0,0.729136959,1,Restart Service,low,Memory Leak,79.218.219.217
46:58.8,Server_282,61.73520595,78.28126404,379.7601349,362.8462397,64.06323133,,39.03871454,9467,2,0.880369051,1,Investigate Security Breach,low,Memory Leak,100.0.234.214
41:58.8,Server_687,94.98854829,89.50527732,289.2167945,409.6030652,331.2734561,,52.68240159,1393,3,0.586098986,0,Increase Resources,medium,CPU Spike,206.27.216.6
36:58.8,Server_162,23.32490565,82.03677837,441.1567475,408.1350098,295.3708534,,40.01076797,8789,2,0.355100153,0,Increase Resources,medium,Memory Leak,96.143.11.38
31:58.8,Server_983,91.0483491,58.50766252,443.4730536,361.4164346,166.9060697,,157.5542637,7837,2,0.775591123,1,None,low,None,206.26.82.197
26:58.8,Server_351,10.07827383,99.41900382,485.6064533,78.08494905,129.108385,,86.86526189,8752,2,0.300743608,0,None,low,None,185.8.249.146
21:58.8,Server_434,34.29697523,11.54113613,704.1112918,118.6768789,10.33777072,,137.9214323,4270,5,0.670367122,0,Investigate Security Breach,low,CPU Spike,235.248.212.147
16:58.8,Server_852,32.37379862,87.38320939,874.5492402,255.2145868,87.85590796,,68.29825851,5999,3,0.762067581,1,Increase Resources,low,DDoS Attack,97.237.127.241
11:58.8,Server_140,64.50468525,45.63281686,104.4472361,258.6015464,292.001625,,95.57070875,6220,2,0.469154853,0,Monitor,medium,CPU Spike,12.92.98.212
06:58.8,Server_471,17.46637042,48.23662313,516.2301364,249.3828249,282.6616799,,125.7893199,2491,2,0.393278461,0,None,medium,None,123.244.51.200
01:58.8,Server_132,88.82302312,17.1215149,443.2792186,414.7589188,370.8479758,,22.92180431,8502,2,0.354162077,0,Increase Resources,medium,DDoS Attack,54.218.155.104
56:58.8,Server_87,83.7123838,8.176132564,60.33610718,71.43677171,26.16124834,,57.95140884,792,2,0.063420209,0,Monitor,low,Memory Leak,206.89.146.79
51:58.8,Server_688,66.94625287,35.07969098,825.6649784,398.2095466,399.6045411,,193.0095163,7973,4,0.877333599,1,Increase Resources,medium,CPU Spike,102.179.195.240
46:58.8,Server_183,48.54931402,21.61108565,149.0975411,20.9431462,295.0721794,,172.6239482,8997,4,0.882770673,1,Monitor,low,None,165.121.68.144
41:58.8,Server_368,93.630824,50.91718183,159.010609,168.3062068,143.7183366,,186.3970428,6064,0,0.269491804,0,None,low,None,63.168.47.143
36:58.8,Server_129,83.9209227,18.99639998,95.88349715,106.2850048,223.4359018,,17.58163901,4621,3,0.544559017,0,Monitor,medium,CPU Spike,94.152.65.157
31:58.8,Server_246,52.43493907,18.10313497,240.4005521,268.0560463,401.6935137,,117.1844674,9450,4,0.528247593,0,Increase Resources,medium,Memory Leak,224.152.107.232
26:58.8,Server_601,71.67796867,88.31300349,217.9754675,266.7078853,247.995715,,62.72723945,9866,0,0.51317629,0,Restart Service,medium,Memory Leak,193.176.205.206
21:58.8,Server_578,58.85834546,92.52299663,380.4725443,258.2066286,356.9487103,,170.5374763,4254,2,0.154378968,0,Restart Service,low,None,163.129.104.16
16:58.8,Server_670,60.85451265,96.60053982,676.3068745,151.5207816,209.6471083,,123.4536559,7470,4,0.530580194,0,Restart Service,low,DDoS Attack,56.120.217.111
11:58.8,Server_899,36.4427266,69.64773207,101.5795162,265.6831464,277.7160862,,46.01819598,8022,0,0.137227153,0,None,high,Security Breach,230.40.205.45
06:58.8,Server_378,48.89803744,78.24656796,867.2619722,355.8314903,418.086148,,23.10189747,3654,4,0.259414687,0,None,medium,None,90.52.79.5
01:58.8,Server_149,12.42153593,84.39955175,360.2496846,202.9479028,253.3602446,,143.3838761,707,1,0.106198383,0,Increase Resources,high,Security Breach,59.136.23.77
56:58.8,Server_985,38.94812571,67.59759562,626.2769645,465.034421,285.9291615,,186.6421803,3116,4,0.998077468,1,Restart Service,low,Memory Leak,32.210.46.41
51:58.8,Server_852,71.10370896,36.37309495,61.4048566,43.54991679,216.860901,,70.88520519,5598,4,0.192114437,0,Investigate Security Breach,low,None,17.24.211.16
46:58.8,Server_433,95.5555229,19.85676485,397.5175193,493.6794698,103.4260181,,92.30681707,815,4,0.331160296,0,Investigate Security Breach,medium,None,236.87.9.175
41:58.8,Server_628,96.49109071,27.54096418,51.94836631,383.0793927,486.9958466,,149.2583191,3640,0,0.845855472,1,Restart Service,medium,None,89.35.180.92
36:58.8,Server_726,57.79367257,84.83933488,207.1853599,300.6573999,20.0800154,,122.2950927,8667,2,0.395844276,0,None,low,None,208.210.238.138
31:58.8,Server_469,62.62911392,71.12923764,475.4579089,109.6385778,70.86047969,,127.5361915,5582,1,0.034220947,0,None,low,Memory Leak,88.146.204.31
26:58.8,Server_446,22.64351262,48.30059753,558.3330509,317.3809568,359.2309968,,60.18865457,1431,1,0.609339342,0,Investigate Security Breach,low,DDoS Attack,6.128.34.133
21:58.8,Server_481,71.05427027,7.793482332,195.2821697,403.020748,372.9370337,,30.1102034,6711,3,0.001827759,0,Investigate Security Breach,low,Memory Leak,1.102.78.177
16:58.8,Server_884,11.7125853,30.28941519,757.9554637,134.2863575,86.64354488,,99.70083888,2533,3,0.716522112,1,None,low,None,91.28.175.72
11:58.8,Server_294,32.04514015,74.24526185,229.5534822,29.54893162,320.5711971,,115.1691799,5047,2,0.336010891,0,None,medium,None,248.255.205.203
06:58.8,Server_765,68.49451799,53.67678733,160.0528375,226.9489886,443.595649,,156.3371478,1515,4,0.294178206,0,Monitor,low,DDoS Attack,144.46.56.144
01:58.8,Server_143,34.4794625,46.37558698,366.7532871,159.173139,402.1794251,,25.02323393,8613,2,0.324599676,0,Monitor,medium,CPU Spike,189.44.172.144
56:58.8,Server_250,9.735453041,34.79954307,573.8572305,150.2127203,12.19426198,,45.84652554,3552,1,0.907465152,1,Investigate Security Breach,medium,DDoS Attack,73.10.167.91
51:58.8,Server_878,84.02768889,62.6585239,989.4567256,365.1552409,29.7794601,,53.06747923,9741,2,0.218708181,0,None,low,Security Breach,136.54.79.20
46:58.8,Server_948,34.48135068,96.80661161,447.7799432,82.53591912,238.5617766,,113.6195063,2754,0,0.999834206,1,Restart Service,low,None,151.132.87.89
41:58.8,Server_975,10.99499636,90.60674611,454.6965964,328.9569026,182.5328139,,88.39596595,6146,5,0.759112705,1,Increase Resources,low,DDoS Attack,39.249.228.224
36:58.8,Server_302,12.10487563,7.897304118,106.3667966,40.02237964,55.70131759,,144.1074327,1951,3,0.154729473,0,Increase Resources,low,CPU Spike,222.88.251.135
31:58.8,Server_25,28.91708588,50.69061315,777.5286895,460.7449808,104.4649796,,173.5170165,1075,3,0.673914646,0,None,medium,DDoS Attack,253.17.27.27
26:58.8,Server_789,21.91151499,36.29958331,222.6938518,297.1828591,472.06582,,128.1437999,5746,5,0.656812848,0,None,medium,CPU Spike,37.58.113.98
21:58.8,Server_984,78.55851119,53.50744292,757.5633863,466.180959,190.2757233,,175.5365468,355,1,0.356339338,0,Investigate Security Breach,medium,DDoS Attack,19.118.225.98
16:58.8,Server_889,35.55998443,62.59030054,915.0860338,435.259251,118.4348814,,135.0402922,9049,1,0.33599111,0,Restart Service,low,None,83.42.138.176
11:58.8,Server_890,81.44609958,24.00266646,779.809724,436.2181054,89.36439134,,121.7895406,3343,2,0.244912481,0,Investigate Security Breach,low,CPU Spike,21.36.40.29
06:58.8,Server_901,21.51536979,79.24896661,660.3307494,68.67755743,299.2276924,,112.4368631,9042,5,0.851609223,1,Restart Service,low,CPU Spike,12.101.21.224
01:58.8,Server_70,51.82352206,50.13146476,623.7204807,350.9826035,237.5943423,,105.3280558,418,2,0.323175269,0,Investigate Security Breach,low,CPU Spike,209.111.202.150
56:58.8,Server_625,70.36352769,99.24057522,480.9512478,206.1932437,177.1569332,,42.31733994,1825,3,0.799494725,1,None,high,CPU Spike,254.25.189.166
51:58.8,Server_875,66.93913112,7.387101646,187.3155604,234.9631621,190.3852624,,103.631373,1163,2,0.429614963,0,None,medium,DDoS Attack,51.20.1.72
46:58.8,Server_112,62.10729394,23.02332174,789.8966787,146.7585286,109.0617441,,157.6562307,9090,1,0.47451912,0,Investigate Security Breach,low,None,194.25.121.231
41:58.8,Server_364,92.85805218,70.51483105,503.4561569,78.52179615,375.7375733,,113.8903576,7989,2,0.858248156,1,Investigate Security Breach,low,DDoS Attack,129.200.112.216
36:58.8,Server_303,26.70988903,71.04207592,644.363532,160.0956249,376.8497514,,91.25912929,1076,2,0.940632937,1,Monitor,high,None,36.0.64.232
31:58.8,Server_471,51.90332442,60.30788132,405.3144675,279.267775,25.91034618,,188.5847319,4022,2,0.415337352,0,Increase Resources,medium,Memory Leak,46.97.149.76
26:58.8,Server_964,88.97929226,97.33620273,240.6865837,210.9150344,115.4705085,,13.87150143,7428,4,0.756666495,1,Monitor,high,CPU Spike,240.120.103.76
